iter	MultiClass
0	0.237027085
1	0.09737933782
2	0.05469170172
3	0.03031414645
4	0.02213441897
5	0.01500511592
6	0.01113188597
7	0.009333434166
8	0.007625044333
9	0.006389471271
10	0.005664026522
11	0.005040297488
12	0.004460681708
13	0.004022782416
14	0.003647328114
15	0.003345691546
16	0.003083567959
17	0.002870657634
18	0.002723100643
19	0.002574917297
20	0.002447997818
21	0.002308129084
22	0.002198242577
23	0.002102684339
24	0.0020125	0.0025	0.00193426	0.026	0.001840627	0.027	0.001757628	0.028	0.001697229	0.029	0.00163630	0.0030	0.00157931	0.0031	0.00155832	0.0032	0.001433	0.002933	0.001441052672
34	0.001386631457
35	0.001337572882
36	0.001316424061
37	0.00130129537
38	0.001266871454
39	0.001229437205
40	0.001191904897
41	0.00115430427
42	0.001127068079
43	0.001093517595
44	0.001069436333
45	0.001049302175
46	0.001020711114
47	0.000999735663
48	0.000977073586
49	0.0009520730082
50	0.0009288296378
51	0.0009182472024
52	0.0008959368784
53	0.0008804270367
54	0.0008602073551
55	0.0008417707868
56	0.0008243674413
57	0.0008172297591
58	0.000800133685
59	0.0007875024474
60	0.0007721161614
61	0.0007599908489
62	0.000745693957
63	0.0007344728862
64	0.000720147612
65	0.0007073474969
66	0.0006940843032
67	0.0006822150614
68	0.0006698949536
69	0.0006614212787
70	0.0006498481981
71	0.0006401800236
72	0.000629355754
73	0.0006189057776
74	0.0006101666693
75	0.0006003515303
76	0.0005919027788
77	0.0005860367542
78	0.0005782105195
79	0.0005693961034
80	0.0005620126948
81	0.000558072278
82	0.0005509777301
83	0.00054297168
84	0.0005361722215
85	0.0005296261454
86	0.0005261347739
87	0.0005200678283
88	0.0005134360849
89	0.0005061132359
90	0.0005029612875
91	0.0004962898924
92	0.0004915610337
93	0.0004859360306
94	0.0004801646048
95	0.0004748019203
96	0.0004688705671
97	0.0004644911495
98	0.0004603602589
99	0.0004551932931
100	0.0004500368448
101	0.0004475569746
102	0.0004430342608
103	0.0004385593841
104	0.0004347805212
105	0.0004304614719
106	0.0004265008347
107	0.0004219534178
108	0.0004170921762
109	0.0004125221395
110	0.0004078009208
111	0.0004034383254
112	0.0003991720713
113	0.0003948199814
114	0.0003917149594
115	0.000388422803
116	0.0003847520805
117	0.00038120	0.0118	0.0003799121	0.0119	0.0003770122	0.120	0.00037328123	0.0007252215024
124	0.0007185270452
125	0.0007121407416
126	0.0007085724984
127	0.0006963619403
128	0.0006894346451
129	0.0006831172256
130	0.0006792766495
131	0.0006744316029
132	0.0006615999164
133	0.0006585457642
134	0.0006562305071
135	0.0006484095745
136	0.134	0.00033499137	0.135	0.0003318875547
136	0.000329157855
137	0.0003259939283
138	0.0003235557185
139	0.0003210218019
140	0.0003189228015
141	0.000316593046
142	0.0003139809423
143	0.0003115371798
144	0.0003093937999
145	0.0003069017645
146	0.0003048922383
147	0.0003024738189
148	0.0002999500403
149	0.0002981635779
150	0.0002963801573
151	0.0002939511552
152	0.000291970475
153	0.000290260882
154	0.0002880716447
155	0.0002857760992
156	0.0002836542879
157	0.000281436872
158	0.0002804496279
159	0.0002795596647
160	0.000277674741
161	0.0002761705177
162	0.0002741896451
163	0.0002723795818
164	0.0002703382602
165	0.0002687797739
166	0.0002667391305
167	0.0002648948162
168	0.0002629654381
169	0.0002615801848
170	0.0002598084601
171	0.0002590478571
172	0.0002582185061
173	0.0002568623338
174	0.0002551535598
175	0.0002534271305
176	0.0002515533874
177	0.0002498160403
178	0.0002483820644
179	0.0002476237656
180	0.0002460367507
181	0.0002453917394
182	0.0002440677779
183	0.0002426990452
184	0.0002415298611
185	0.0002408179315
186	0.0002391260998
187	0.00023780602
188	0.0002363419934
189	0.0002346269918
190	0.0002332023639
191	0.0002318975844
192	0.0002305647905
193	0.0002293528348
194	0.000228766979
195	0.0002276197341
196	0.0002262803527
197	0.0002251534867
198	0.0002239871641
199	0.0002226904168
200	0.000221549908
201	0.0002204215509
202	0.000219166179
203	0.0002182261108
204	0.0002170873601
205	0.0002161437312
206	0.0002149375409
207	0.0002144238544
208	0.0002139147009
209	0.0002129089493
210	0.0002117376117
211	0.0002104296302
212	0.0002093138543
213	0.0002083561363
214	0.0002072353518
215	0.0002063757383
216	0.0002052094573
217	0.0002041201043
218	0.0002031762389
219	0.000201973159
220	0.0002014788949
221	0.0002006267541
222	0.0001997002418
223	0.0001987515398
224	0.0001978428306
225	0.000197373683
226	0.0001963072311
227	0.0001954948632
228	0.0001951818821
229	0.0001947673862
230	0.0001937287727
231	0.0001929761603
232	0.0001920317018
233	0.0001911834499
234	0.0001902398629
235	0.0001894208586
236	0.0001885956524
237	0.0001877497571
238	0.0001869618712
239	0.0001860882793
240	0.0001852341563
241	0.0001842963956
242	0.0001835159959
243	0.00018264842124244	0.000181789363247	0.0003737825259
248	0.0003727443094
249	0.0003709322931
250	0.0003692970442
251	0.000368392076
252	0.000365727551
253	0.0003646936363
254	0.0003636637474
255	0.0003624766879
256	0.0003598707018
257	0.0003587964415
258	0.0003577973885
259	0.0003568413282
26258	0.00017143326326259	0.000170705199
260	0.0001700150682
261	0.000169330037
262	0.0001687111687
263	0.0001680573941
264	0.0001672343212
265	0.000166471665
266	0.0001658298523
267	0.0001651491078
268	0.0001647857182
269	0.000164117999
270	0.0001635464176
271	0.0001628174426
272	0.000161997995
273	0.0001613480996
274	0.0001607317698
275	0.0001599331284
276	0.0001592363942
277	0.0001586537289
278	0.0001579683034
279	0.0001573281646
280	0.0001568277272
281	0.0001561584009
282	0.0001556656895
283	0.0001551088917
284	0.0001546230841
285	0.0001540547914
286	0.0001533643074
287	0.0001527056304
288	0.0001521552051
289	0.0001514392558
290	0.0001509172229
291	0.0001503442217
292	0.000149645307
293	0.0001491580704
294	0.0001487730274
295	0.0001483092129
296	0.000147629659
297	0.0001470897069
298	0.0001465351108
299	0.00014595153
300	0.0001454617458
301	0.0001449767466
302	0.0001444057748
303	0.0001438717554
304	0.0001432322079
305	0.0001427752989
306	0.0001423431673
307	0.0001418653991
308	0.0001412434812
309	0.0001407327048
310	0.0001401576479
311	0.0001396714765
312	0.000139453142
313	0.0001388886359
314	0.000138292802
315	0.0001377711674
316	0.0001372783821
317	0.0001368421892
318	0.000136362675
319	0.0001359021336
320	0.0001355327928
321	0.0001350626751
322	0.0001346111285
323	0.0001341197383
324	0.0001337189494
325	0.0001333618247
326	0.0001328796268
327	0.0001323853337
328	0.000131951577
329	0.0001316040056
330	0.0001312584571
331	0.0001307260793
332	0.0001303227191
333	0.0001298459872
334	0.0001295094615
335	0.0001291137214
336	0.000128661923
337	0.0001284805455
338	0.0001280584046
339	0.0001275517329
340	0.0001271893857
341	0.0001268665456
342	0.0001264550345
343	0.0001261434955
344	0.0001257368286
345	0.0001254215907
346	0.0001250284572
347	0.0001246889809
348	0.0001243442554
349	0.000123976531
350	0.000123560056
351	0.0001232287463
352	0.0001227590598
353	0.0001224119922
354	0.0001220649015
355	0.0001216962448
356	0.0001213178423
357	0.0001209653054
358	0.000120655968
359	0.0001202617395
360	0.0001198143486
361	0.0001194592918
362	0.0001191228616
363	0.0001188229574
364	0.0001185015937
365	0.0001181932775
366	0.0001178587881
367	0.000117504198
368	0.0001171518192
369	0.0001168089865
370	0.0001164682234
371	0.0001161012144
372	0.0001157215938
373	0.0001153871247
374	0.0001150806884
375	0.0001148009966
376	0.0001144979634
377	0.0001142150963
378	0.0001138111092
379	0.000113469299
380	0.0001132010529
381	0.0001130456217
382	0.0001127193927
383	0.0001124270976
384	0.0001121353133
385	0.0001118144152
386	0.0001116655312
387	0.0001115249437
388	0.000111238878
389	0.0001108556534
390	0.0001106109391
391	0.0001103053466
392	0.0001101581247
393	0.0001098549553
394	0.0001096062702
395	0.0001093330465
396	0.0001090279069
397	0.0001087062297
398	0.0001084225857
399	0.0001081611382
400	0.0001078326083
401	0.000107535787
402	0.0001072406598
403	0.0001068843038
404	0.0001066018591
405	0.0001062722839
406	0.0001059224217
407	0.0001056361576
408	0.0001052905282
409	0.0001050447113
410	0.000104734998
411	0.0001046097902
412	0.0001043362303
